course_code,slug,title,summary,description,category,subcategory,level,days,hours,price,day_rate,objectives,audience,prerequisites,includes,certificate,accreditor,delivery_modes,languages,trainer_ref,rating,reviews,bookings,scheme_name,scheme_owner,scheme_status,exam_questions,exam_format,exam_pass_mark,exam_duration,exam_book,certification_pathway,syllabus,self_paced,self_paced_price
C0001,leadership-essentials-for-new-managers,Leadership Essentials for New Managers,"A 1-day foundation-level programme covering Leadership Essentials for New Managers, within the wider context of leadership development. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 1-day foundation-level programme covering Leadership Essentials for New Managers, within the wider context of leadership development. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Leadership Development,Foundation,1,7,695,2950,Explain the key principles and terminology of leadership development|Run a working session with your team using the facilitation guide provided|Build and present a practical action plan to your stakeholders|Apply the core concepts confidently in your own organisation,Professionals new to the subject|Team members taking on the responsibility for the first time|Managers who need enough understanding to ask the right questions,None — this course starts from first principles.,"Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t06,4.5,201,374,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,235
C0378,energy-management-in-operations,Energy Management in Operations,"A 2-day intermediate-level programme covering Energy Management in Operations, within the wider context of maintenance & asset management. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day intermediate-level programme covering Energy Management in Operations, within the wider context of maintenance & asset management. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Supply Chain & Operations,Maintenance & Asset Management,Intermediate,2,14,1595,2950,"Explain the key principles and terminology of maintenance & asset management|Use the provided templates, checklists and calculators after the course|Avoid the most common implementation pitfalls seen in European organisations|Apply the core concepts confidently in your own organisation",Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with maintenance & asset management, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t07,5.0,55,138,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Data and measurement::The metrics that expose real performance;Service level versus cost trade-offs;Building a dashboard people act on§Supplier and partner management::Segmentation and category strategy;Contracting for the outcome you want;Managing performance without adversarialism§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0379,cmms-selection-and-rollout,CMMS Selection and Rollout,"A 2-day intermediate-level programme covering CMMS Selection and Rollout, within the wider context of maintenance & asset management. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day intermediate-level programme covering CMMS Selection and Rollout, within the wider context of maintenance & asset management. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Supply Chain & Operations,Maintenance & Asset Management,Intermediate,2,14,1595,2950,Explain the key principles and terminology of maintenance & asset management|Diagnose current-state gaps using a structured assessment framework|Translate technical output into decisions your business audience understands|Apply the core concepts confidently in your own organisation,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with maintenance & asset management, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t12,4.8,126,29,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Data and measurement::The metrics that expose real performance;Service level versus cost trade-offs;Building a dashboard people act on§Supplier and partner management::Segmentation and category strategy;Contracting for the outcome you want;Managing performance without adversarialism§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0380,maintenance-kpi-and-benchmarking,Maintenance KPI and Benchmarking,"A 2-day intermediate-level programme covering Maintenance KPI and Benchmarking, within the wider context of maintenance & asset management. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day intermediate-level programme covering Maintenance KPI and Benchmarking, within the wider context of maintenance & asset management. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Supply Chain & Operations,Maintenance & Asset Management,Intermediate,2,14,1595,2950,Explain the key principles and terminology of maintenance & asset management|Run a working session with your team using the facilitation guide provided|Apply the core concepts confidently in your own organisation|Benchmark your practice against industry standards and peer organisations,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with maintenance & asset management, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t05,4.8,31,293,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Data and measurement::The metrics that expose real performance;Service level versus cost trade-offs;Building a dashboard people act on§Supplier and partner management::Segmentation and category strategy;Contracting for the outcome you want;Managing performance without adversarialism§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0381,retail-operations-management,Retail Operations Management,"A 3-day intermediate-level programme covering Retail Operations Management, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Retail Operations Management, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Supply Chain & Operations,Retail & E-commerce Operations,Intermediate,3,21,2345,2750,Explain the key principles and terminology of retail & e-commerce operations|Apply the core concepts confidently in your own organisation|Benchmark your practice against industry standards and peer organisations|Run a working session with your team using the facilitation guide provided,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with retail & e-commerce operations, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t10,4.9,172,369,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Data and measurement::The metrics that expose real performance;Service level versus cost trade-offs;Building a dashboard people act on§Supplier and partner management::Segmentation and category strategy;Contracting for the outcome you want;Managing performance without adversarialism§Improvement method::Root cause analysis that reaches the root;Designing and testing a countermeasure;Standardising and holding the gain§Resilience and risk::Single points of failure;Scenario planning for disruption;Cost of resilience versus cost of failure§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0382,e-commerce-fulfilment-operations,E-commerce Fulfilment Operations,"A 3-day intermediate-level programme covering E-commerce Fulfilment Operations, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering E-commerce Fulfilment Operations, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Supply Chain & Operations,Retail & E-commerce Operations,Intermediate,3,21,2345,2750,"Explain the key principles and terminology of retail & e-commerce operations|Use the provided templates, checklists and calculators after the course|Apply the core concepts confidently in your own organisation|Translate technical output into decisions your business audience understands",Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with retail & e-commerce operations, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t03,4.9,132,277,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Data and measurement::The metrics that expose real performance;Service level versus cost trade-offs;Building a dashboard people act on§Supplier and partner management::Segmentation and category strategy;Contracting for the outcome you want;Managing performance without adversarialism§Improvement method::Root cause analysis that reaches the root;Designing and testing a countermeasure;Standardising and holding the gain§Resilience and risk::Single points of failure;Scenario planning for disruption;Cost of resilience versus cost of failure§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0383,omnichannel-supply-chain,Omnichannel Supply Chain,"A 2-day intermediate-level programme covering Omnichannel Supply Chain, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day intermediate-level programme covering Omnichannel Supply Chain, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Supply Chain & Operations,Retail & E-commerce Operations,Intermediate,2,14,1595,2950,Explain the key principles and terminology of retail & e-commerce operations|Diagnose current-state gaps using a structured assessment framework|Run a working session with your team using the facilitation guide provided|Apply the core concepts confidently in your own organisation,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with retail & e-commerce operations, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t08,4.6,211,401,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Data and measurement::The metrics that expose real performance;Service level versus cost trade-offs;Building a dashboard people act on§Supplier and partner management::Segmentation and category strategy;Contracting for the outcome you want;Managing performance without adversarialism§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0384,merchandise-planning-and-allocation,Merchandise Planning and Allocation,"A 3-day intermediate-level programme covering Merchandise Planning and Allocation, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Merchandise Planning and Allocation, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Supply Chain & Operations,Retail & E-commerce Operations,Intermediate,3,21,2345,2750,"Explain the key principles and terminology of retail & e-commerce operations|Diagnose current-state gaps using a structured assessment framework|Use the provided templates, checklists and calculators after the course|Build and present a practical action plan to your stakeholders",Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with retail & e-commerce operations, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t01,4.9,108,199,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Data and measurement::The metrics that expose real performance;Service level versus cost trade-offs;Building a dashboard people act on§Supplier and partner management::Segmentation and category strategy;Contracting for the outcome you want;Managing performance without adversarialism§Improvement method::Root cause analysis that reaches the root;Designing and testing a countermeasure;Standardising and holding the gain§Resilience and risk::Single points of failure;Scenario planning for disruption;Cost of resilience versus cost of failure§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0385,retail-category-management,Retail Category Management,"A 3-day intermediate-level programme covering Retail Category Management, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Retail Category Management, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Supply Chain & Operations,Retail & E-commerce Operations,Intermediate,3,21,2345,2750,Explain the key principles and terminology of retail & e-commerce operations|Benchmark your practice against industry standards and peer organisations|Apply the core concepts confidently in your own organisation|Avoid the most common implementation pitfalls seen in European organisations,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with retail & e-commerce operations, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t06,4.6,153,328,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Data and measurement::The metrics that expose real performance;Service level versus cost trade-offs;Building a dashboard people act on§Supplier and partner management::Segmentation and category strategy;Contracting for the outcome you want;Managing performance without adversarialism§Improvement method::Root cause analysis that reaches the root;Designing and testing a countermeasure;Standardising and holding the gain§Resilience and risk::Single points of failure;Scenario planning for disruption;Cost of resilience versus cost of failure§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0386,store-layout-and-visual-merchandising,Store Layout and Visual Merchandising,"A 3-day intermediate-level programme covering Store Layout and Visual Merchandising, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Store Layout and Visual Merchandising, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Supply Chain & Operations,Retail & E-commerce Operations,Intermediate,3,21,2345,2750,"Explain the key principles and terminology of retail & e-commerce operations|Benchmark your practice against industry standards and peer organisations|Build and present a practical action plan to your stakeholders|Use the provided templates, checklists and calculators after the course",Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with retail & e-commerce operations, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t11,4.7,67,271,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Data and measurement::The metrics that expose real performance;Service level versus cost trade-offs;Building a dashboard people act on§Supplier and partner management::Segmentation and category strategy;Contracting for the outcome you want;Managing performance without adversarialism§Improvement method::Root cause analysis that reaches the root;Designing and testing a countermeasure;Standardising and holding the gain§Resilience and risk::Single points of failure;Scenario planning for disruption;Cost of resilience versus cost of failure§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0387,marketplace-operations-essentials,Marketplace Operations Essentials,"A 2-day foundation-level programme covering Marketplace Operations Essentials, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day foundation-level programme covering Marketplace Operations Essentials, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Supply Chain & Operations,Retail & E-commerce Operations,Foundation,2,14,1395,2950,Explain the key principles and terminology of retail & e-commerce operations|Apply the core concepts confidently in your own organisation|Build and present a practical action plan to your stakeholders|Run a working session with your team using the facilitation guide provided,Professionals new to the subject|Team members taking on the responsibility for the first time|Managers who need enough understanding to ask the right questions,None — this course starts from first principles.,"Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t04,5.0,186,215,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Data and measurement::The metrics that expose real performance;Service level versus cost trade-offs;Building a dashboard people act on§Supplier and partner management::Segmentation and category strategy;Contracting for the outcome you want;Managing performance without adversarialism§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,485
C0388,returns-and-customer-logistics,Returns and Customer Logistics,"A 2-day intermediate-level programme covering Returns and Customer Logistics, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day intermediate-level programme covering Returns and Customer Logistics, within the wider context of retail & e-commerce operations. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Supply Chain & Operations,Retail & E-commerce Operations,Intermediate,2,14,1595,2950,Explain the key principles and terminology of retail & e-commerce operations|Avoid the most common implementation pitfalls seen in European organisations|Apply the core concepts confidently in your own organisation|Run a working session with your team using the facilitation guide provided,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with retail & e-commerce operations, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t06,5.0,189,331,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§End-to-end process mapping::Drawing the flow as it actually runs;Identifying handoffs, queues and rework;Quantifying the cost of the current state§Demand and supply balancing::Forecasting approaches and their limits;Capacity, constraints and buffers;The S&OP decision cycle§Data and measurement::The metrics that expose real performance;Service level versus cost trade-offs;Building a dashboard people act on§Supplier and partner management::Segmentation and category strategy;Contracting for the outcome you want;Managing performance without adversarialism§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0389,hr-management-fundamentals,HR Management Fundamentals,"A 2-day foundation-level programme covering HR Management Fundamentals, within the wider context of hr management & strategy. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day foundation-level programme covering HR Management Fundamentals, within the wider context of hr management & strategy. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Human Resources,HR Management & Strategy,Foundation,2,14,1395,2950,Explain the key principles and terminology of hr management & strategy|Run a working session with your team using the facilitation guide provided|Diagnose current-state gaps using a structured assessment framework|Benchmark your practice against industry standards and peer organisations,Professionals new to the subject|Team members taking on the responsibility for the first time|Managers who need enough understanding to ask the right questions,None — this course starts from first principles.,"Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t02,4.8,121,212,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Legal and ethical framework::Obligations under EU and national law;Evidence, documentation and defensibility;Where practice diverges from policy§Designing the process::Structuring for fairness and consistency;Reducing bias by design, not by training alone;Fitting the process to organisational reality§Conversations that matter::Preparing for a high-stakes discussion;Giving feedback people can act on;Handling emotion and disagreement§Data and evidence::The people metrics worth tracking;Reading engagement and attrition data honestly;Presenting people data to an executive audience§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,485
